Index,soc5_title,title_name,normalized,
16169,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Routers,Route Sales Representative,
16170,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Burn Table Operators,not available,
16171,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Sanders,not available,
16172,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Set Up Mechanics,Mechanic,
16173,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Small Craft Operators,not available,
16174,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Plasma Operators,Security Operations Center Operator,
16175,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Router Operators,not available,
16176,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Machine Setup Operators,Machine Operator,
16177,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Molders,Molder,
16178,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Lathe Operators,Cnc Lathe Operator,
16179,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Milling Operators,Mill Operator,
16180,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Set Up Operators,not available,
16181,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Corrugator Operators,Security Operations Center Operator,
16182,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Shoppers,Store Shopper,
16183,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Woodworkers,not available,
16184,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Lead Fabricators,Fabricator,
16185,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Multi-Purpose Clerks,Clerk,
16186,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Multi-Craft Mechanics,Mechanic,
16187,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Theater Ushers,Usher,
16188,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Fabricators,Fabricator,
16189,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Swings,not available,
16190,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Shapers,not available,
16191,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Stackers,Stacker,
16192,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",New Hire Coordinators,Recruiting Coordinator,
16193,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Woodshop Assistants,Carhop,
16194,"Woodworkers, All Other",Woodworkers,not available,
16195,"Woodworkers, All Other",Carvers,not available,
16196,"Woodworkers, All Other",Food Vendors,Vendor,
16197,"Woodworkers, All Other",Stand Attendants,Concession Stand Worker,
16198,"Woodworkers, All Other",First Engineers,not available,
16199,"Woodworkers, All Other",Substitutes,Substitute,
16200,"Woodworkers, All Other",Business Development Managers,Business Development Manager,
16201,"Woodworkers, All Other",Engine Builders,Builder,
16202,"Woodworkers, All Other",FBO Managers,F&i Manager,
16203,"Woodworkers, All Other",Gaucho Chefs,Chef,
16204,"Woodworkers, All Other",Lift Attendants,not available,
16205,"Woodworkers, All Other",Makers,not available,
16206,"Woodworkers, All Other",Rodbusters,not available,
16207,"Woodworkers, All Other",Sales Development Representatives,Business Development Representative,
16208,"Woodworkers, All Other",Skilled Craftsmen,not available,
16209,"Woodworkers, All Other",Wood Finishers,Finisher,
16210,"Woodworkers, All Other",Woodshop Assistants,Carhop,
16211,Nuclear Power Reactor Operators,Reactor Operators,Security Operations Center Operator,
16212,Nuclear Power Reactor Operators,Non-Licensed Operators,Owner Operator Driver,
16213,Nuclear Power Reactor Operators,Control Room Operators,Control Room Operator,
16214,Nuclear Power Reactor Operators,Power Analysts,not available,
16215,Nuclear Power Reactor Operators,Nuclear Operators,not available,
16216,Nuclear Power Reactor Operators,Nuclear Reactor Operators,Security Operations Center Operator,
16217,Nuclear Power Reactor Operators,Solid Waste Equipment Operators,Equipment Operator,
16218,Nuclear Power Reactor Operators,Control Room Specialists,Control Room Operator,
16219,Nuclear Power Reactor Operators,Shift Support Supervisors,Shift Manager,
16220,Nuclear Power Reactor Operators,Future Operations Officers,Operations Officer,
16221,Nuclear Power Reactor Operators,Nurse Healthcare Managers,Healthcare Manager,
16222,Nuclear Power Reactor Operators,Power Plant Operators,Power Plant Operator,
16223,Nuclear Power Reactor Operators,Nuclear Plant Operators,Plant Operator,
16224,Nuclear Power Reactor Operators,Room Leaders,not available,
16225,Nuclear Power Reactor Operators,Licensed Clinicians,Clinician,
16226,Nuclear Power Reactor Operators,Nuclear Power Plant Operators,Power Plant Operator,
16227,Nuclear Power Reactor Operators,Station Operators,not available,
16228,Nuclear Power Reactor Operators,Architectural Staff,Architectural Technician,
16229,Nuclear Power Reactor Operators,Responders,not available,
16230,Nuclear Power Reactor Operators,Power Business Intelligence Developers,Business Intelligence Developer,
16231,Nuclear Power Reactor Operators,EAP Specialists,Sales Specialist,
16232,Nuclear Power Reactor Operators,Process Improvement Analysts,Business Process Analyst,
16233,Nuclear Power Reactor Operators,Production Equipment Operators,Production Operator,
16234,Nuclear Power Reactor Operators,Shift Operators,Shift Manager,
16235,Nuclear Power Reactor Operators,Chief Operators,Chief Operator,
16236,Power Distributors and Dispatchers,Control Room Operators,Control Room Operator,
16237,Power Distributors and Dispatchers,Auxiliary Operators,Security Operations Center Operator,
16238,Power Distributors and Dispatchers,Water Distribution Operators,not available,
16239,Power Distributors and Dispatchers,Utility Inspectors,Utility Worker,
16240,Power Distributors and Dispatchers,Distribution Operators,not available,
16241,Power Distributors and Dispatchers,Distribution Leads,not available,
16242,Power Distributors and Dispatchers,Distribution Interns,Distribution Associate,
16243,Power Distributors and Dispatchers,Nuclear Auxiliary Operators,not available,
16244,Power Distributors and Dispatchers,Substation Operators,Security Operations Center Operator,
16245,Power Distributors and Dispatchers,Baggage Handlers,Baggage Handler,
16246,Power Distributors and Dispatchers,Distribution System Operators,Network Systems Operator,
16247,Power Distributors and Dispatchers,Distribution Systems Managers,Distribution Manager,
16248,Power Distributors and Dispatchers,Control Room Technicians,Control Room Operator,
16249,Power Distributors and Dispatchers,Auxiliaries,not available,
16250,Power Distributors and Dispatchers,Class A Linemen,Line Service Technician,
16251,Power Distributors and Dispatchers,Electrical Control Systems Engineers,Electrical Engineer,
16252,Power Distributors and Dispatchers,Electrical Maintenance Mechanics,Maintenance Mechanic,
16253,Power Distributors and Dispatchers,Transmission Specialists,Transmission Systems Operator,
16254,Power Distributors and Dispatchers,Client Partners,Partner,
16255,Power Distributors and Dispatchers,Supervisors,Supervisor Assistant,
16256,Power Distributors and Dispatchers,Power System Operators,Power Plant Operator,
16257,Power Distributors and Dispatchers,System Controllers,Controller,
16258,Power Distributors and Dispatchers,Global Pricing Managers,Pricing Manager,
16259,Power Distributors and Dispatchers,Prime Power Production Specialists,Production Specialist,
16260,Power Distributors and Dispatchers,Transmission System Operators,Transmission Systems Operator,
16261,Power Plant Operators,Plant Operators,Plant Operator,
16262,Power Plant Operators,Asphalt Plant Operators,Plant Operator,
16263,Power Plant Operators,Water Plant Operators,Plant Operator,
16264,Power Plant Operators,Batch Plant Operators,Plant Operator,
16265,Power Plant Operators,Utility Plant Operators,Utility Operator,
16266,Power Plant Operators,Treatment Plant Operators,Plant Operator,
16267,Power Plant Operators,Power Plant Technicians,Power And Performance Technician,
16268,Power Plant Operators,Operations and Management Technicians,Operations Technician,
16269,Power Plant Operators,Landfill Gas Technicians,not available,
16270,Power Plant Operators,Lead Plant Operators,Plant Operator,
16271,Power Plant Operators,Power Generation Technicians,Power And Performance Technician,
16272,Power Plant Operators,Airframe and Powerplant Technicians,Power And Performance Technician,
16273,Power Plant Operators,Bulk Plant Operators,Plant Operator,
16274,Power Plant Operators,Night Operators,Security Operations Center Operator,
16275,Power Plant Operators,Control Center Operators,Control Room Operator,
16276,Power Plant Operators,Gas Plant Operators,Plant Operator,
16277,Power Plant Operators,Shift Operators,Shift Manager,
16278,Power Plant Operators,Water Treatment Plant Operators,Water Treatment Specialist,
16279,Power Plant Operators,Pilot Plant Operators,Plant Operator,
16280,Power Plant Operators,Powerhouse Operators,not available,
16281,Power Plant Operators,Power Plant Operators,Power Plant Operator,
16282,Power Plant Operators,Field Technicians,Field Technician,
16283,Power Plant Operators,Plant Equipment Operators,Equipment Operator,
16284,Power Plant Operators,Wastewater Treatment Operators,Wastewater Operator,
16285,Power Plant Operators,Operator Trainers,Trainer,
16286,Stationary Engineers and Boiler Operators,Stationary Engineers,Stationary Engineer,
16287,Stationary Engineers and Boiler Operators,Boiler Operators,Boiler Operator,
16288,Stationary Engineers and Boiler Operators,Boiler Plant Operators,Boiler Operator,
16289,Stationary Engineers and Boiler Operators,Utilities Managers,Utility Worker,
16290,Stationary Engineers and Boiler Operators,Boiler Technicians,Boiler Operator,
16291,Stationary Engineers and Boiler Operators,Firemen,not available,
16292,Stationary Engineers and Boiler Operators,Engineers,Design Engineer,
16293,Stationary Engineers and Boiler Operators,Boiler Engineers,Boiler Operator,
16294,Stationary Engineers and Boiler Operators,Powerhouse Operators,not available,
16295,Stationary Engineers and Boiler Operators,Risk Adjustment Analysts,Risk Analyst,
16296,Stationary Engineers and Boiler Operators,Kiln Operators,Security Operations Center Operator,
16297,Stationary Engineers and Boiler Operators,Building Engineers,Building Engineer,
16298,Stationary Engineers and Boiler Operators,Power Plant Engineers,Plant Engineer,
16299,Stationary Engineers and Boiler Operators,Water Treatment Operators,Water Treatment Specialist,
16300,Stationary Engineers and Boiler Operators,Counter Attendants,Counter Attendant,
16301,Stationary Engineers and Boiler Operators,Boiler Mechanics,Mechanic,
16302,Stationary Engineers and Boiler Operators,Skilled Trades Supervisors,Trading Manager,
16303,Stationary Engineers and Boiler Operators,Team Coordinators,Team Coordinator,
16304,Stationary Engineers and Boiler Operators,Fuel Farm Operators,Farm Officer,
16305,Stationary Engineers and Boiler Operators,Third Assistant Engineers,Engineering Assistant,
16306,Stationary Engineers and Boiler Operators,DSP Drivers,Direct Support Professional,
16307,Stationary Engineers and Boiler Operators,Turbine Engineers,not available,
16308,Stationary Engineers and Boiler Operators,Watch Engineers,Design Engineer,
16309,Stationary Engineers and Boiler Operators,Air Compressor Technicians,not available,
16310,Stationary Engineers and Boiler Operators,House Sitters,not available,
16311,Water and Wastewater Treatment Plant and System Operators,Wastewater Operators,Wastewater Operator,
16312,Water and Wastewater Treatment Plant and System Operators,Water/Wastewater Operators,not available,
16313,Water and Wastewater Treatment Plant and System Operators,Water Treatment Plant Operators,Water Treatment Specialist,
16314,Water and Wastewater Treatment Plant and System Operators,Wastewater Treatment Plant Operators,Wastewater Operator,
16315,Water and Wastewater Treatment Plant and System Operators,Wastewater Treatment Operators,Wastewater Operator,
16316,Water and Wastewater Treatment Plant and System Operators,Water Technicians,Restoration Technician,
16317,Water and Wastewater Treatment Plant and System Operators,Water Treatment Operators,Water Treatment Specialist,
16318,Water and Wastewater Treatment Plant and System Operators,Wastewater Plant Operators,Wastewater Operator,
16319,Water and Wastewater Treatment Plant and System Operators,Water Operators,Wastewater Operator,
16320,Water and Wastewater Treatment Plant and System Operators,Wastewater Technicians,Wastewater Operator,
16321,Water and Wastewater Treatment Plant and System Operators,Water Treatment Technicians,Water Treatment Specialist,
16322,Water and Wastewater Treatment Plant and System Operators,Water Treatment Specialists,Water Treatment Specialist,
16323,Water and Wastewater Treatment Plant and System Operators,Water/Wastewater Engineers,not available,
16324,Water and Wastewater Treatment Plant and System Operators,Treatment Specialists,Water Treatment Specialist,
16325,Water and Wastewater Treatment Plant and System Operators,Wastewater Superintendents,Superintendent,
16326,Water and Wastewater Treatment Plant and System Operators,System Operators,Network Systems Operator,
16327,Water and Wastewater Treatment Plant and System Operators,Behavioral Treatment Technicians,Behavior Technician,
16328,Water and Wastewater Treatment Plant and System Operators,Water Systems Operators,Network Systems Operator,
16329,Water and Wastewater Treatment Plant and System Operators,SCADA Specialists,Scada Specialist,
16330,Water and Wastewater Treatment Plant and System Operators,Ammonia Refrigeration Technicians,Refrigeration Technician,
16331,Water and Wastewater Treatment Plant and System Operators,Treatment Technicians,not available,
16332,Water and Wastewater Treatment Plant and System Operators,Reclamation Specialists,Sales Specialist,
16333,Water and Wastewater Treatment Plant and System Operators,WWTP Operators,Security Operations Center Operator,
16334,Water and Wastewater Treatment Plant and System Operators,Water Management Specialists,not available,
16335,Water and Wastewater Treatment Plant and System Operators,Water Systems Technicians,Restoration Technician,
16336,Chemical Plant and System Operators,Pharmaceutical Operators,not available,
16337,Chemical Plant and System Operators,Pharmaceutical Technicians,Pharmacy Technician,
16338,Chemical Plant and System Operators,Cash Operations Managers,Cash Manager,
16339,Chemical Plant and System Operators,Nitrogen Operators,Security Operations Center Operator,
16340,Chemical Plant and System Operators,Pharmacy Operations Managers,Pharmacy Manager,
16341,Chemical Plant and System Operators,Plasma Operators,Security Operations Center Operator,
16342,Chemical Plant and System Operators,MET Technicians,not available,
16343,Chemical Plant and System Operators,Furnace Operators,Furnace Operator,
16344,Chemical Plant and System Operators,Chief Operators,Chief Operator,
16345,Chemical Plant and System Operators,Reclamation Specialists,Sales Specialist,
16346,Chemical Plant and System Operators,Utility Systems Operators,Utility Operator,
16347,Chemical Plant and System Operators,Ammonia Refrigeration Technicians,Refrigeration Technician,
16348,Chemical Plant and System Operators,Continuous Integration Engineers,Integration Engineer,
16349,Chemical Plant and System Operators,Development Technicians,Product Development Test Technician,
16350,Chemical Plant and System Operators,Fuel Systems Technicians,Digital Systems Technician,
16351,Chemical Plant and System Operators,Mechanical Technicians,Mechanical Technician,
16352,Chemical Plant and System Operators,Shift Operators,Shift Manager,
16353,Chemical Plant and System Operators,Utility Operators,Utility Operator,
16354,Chemical Plant and System Operators,Board Operators,Board Operator,
16355,Chemical Plant and System Operators,Freezer Managers,Head Of Managers,
16356,Chemical Plant and System Operators,Production Operators,Production Operator,
16357,Chemical Plant and System Operators,Project Hydrogeologists,Hydrogeologist,
16358,Chemical Plant and System Operators,Reactor Operators,Security Operations Center Operator,
16359,Chemical Plant and System Operators,Switchmen,not available,
16360,Chemical Plant and System Operators,Wire Annealers,not available,
16361,Gas Plant Operators,Operations Specialists,Operation Specialist,
16362,Gas Plant Operators,Plant Utilities Engineers,Plant Engineer,
16363,Gas Plant Operators,LNG Operators,Security Operations Center Operator,
16364,Gas Plant Operators,Ground Operations Managers,Grounds Manager,
16365,Gas Plant Operators,Simulation Specialists,Sales Specialist,
16366,Gas Plant Operators,Fuel Attendants,Attendant,
16367,Gas Plant Operators,Natural Gas Analysts,not available,
16368,Gas Plant Operators,Cash Operations Specialists,Operation Specialist,
16369,Gas Plant Operators,Gas Technicians,Gas Attendant,
16370,Gas Plant Operators,Oil and Gas Analysts,Sales Analyst,
16371,Gas Plant Operators,Plant Specialists,Plant Manager,
16372,Gas Plant Operators,Creative Specialists,Creative Director,
16373,Gas Plant Operators,Engineering Technicians,Engineering Technician,
16374,Gas Plant Operators,Heavy Equipment Operators,Hoist Operator,
16375,Gas Plant Operators,Assembler Specialists,Assembler,
16376,Gas Plant Operators,Branch Operations Specialists,Operation Specialist,
16377,Gas Plant Operators,Deposit Operations Specialists,Operation Specialist,
16378,Gas Plant Operators,Financial Operations Specialists,Financial Specialist,
16379,Gas Plant Operators,Fleet Specialists,not available,
16380,Gas Plant Operators,Logistics Operations Specialists,Logistics Specialist,
16381,Gas Plant Operators,Maintenance Utilities,Utility Worker,
16382,Gas Plant Operators,Natural Gas Traders,Trader,
16383,Gas Plant Operators,Airport Operations Specialists,Operation Specialist,
16384,Gas Plant Operators,Facility Operations Specialists,not available,
16385,Gas Plant Operators,Nitrogen Operators,Security Operations Center Operator,
16386,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Petroleum Supply Specialists,Petroleum Supply Specialist,
16387,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Control Panel Builders,Controls Technician,
16388,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Dock Operators,Dock Worker,
16389,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Control Panel Technicians,Controls Technician,
16390,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Hydrovac Operators,Hydrovac Operator,
16391,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Hydro Operators,Hydrovac Operator,
16392,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Drivers/Gaugers,not available,
16393,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Fuel Distribution System Operators,Network Systems Operator,
16394,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Panel Managers,not available,
16395,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Pilot Plant Managers,Plant Manager,
16396,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Head Operators,not available,
16397,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",In House Consultants,not available,
16398,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Warehouse Technicians,Warehouse Technician,
16399,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Bioprocess Specialists,not available,
16400,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Elections Technicians,Service Technician,
16401,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Blenders,Blender Operator,
16402,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Process Control Specialists,Controls Engineer,
16403,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Metal Fabricators,Metal Fabricator,
16404,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Refinery Operators,Security Operations Center Operator,
16405,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Shipping Operators,Shipping And Receiving Clerk,
16406,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Line Pilots,Pilot,
16407,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Mobile Unit Assistants,Unit Assistant,
16408,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Housemen,Housekeeper,
16409,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Interconnect Engineers,not available,
16410,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Spray Foam Applicators,not available,
16411,"Plant and System Operators, All Other",Lead Operators,Lead Operator,
16412,"Plant and System Operators, All Other",Asphalt Plant Operators,Plant Operator,
16413,"Plant and System Operators, All Other",Chief Operators,Chief Operator,
16414,"Plant and System Operators, All Other",Batch Plant Operators,Plant Operator,
16415,"Plant and System Operators, All Other",Batchers,not available,
16416,"Plant and System Operators, All Other",Event Attendants,Attendant,
16417,"Plant and System Operators, All Other",Operators,Security Operations Center Operator,
16418,"Plant and System Operators, All Other",Plant Superintendents,Plant Superintendent,
16419,"Plant and System Operators, All Other",Shift Leaders,Shift Leader,
16420,"Plant and System Operators, All Other",Night Operators,Security Operations Center Operator,
16421,"Plant and System Operators, All Other",Fuel Technicians,Service Technician,
16422,"Plant and System Operators, All Other",Feed Mill Operators,Mill Operator,
16423,"Plant and System Operators, All Other",Team Owners,Owner,
16424,"Plant and System Operators, All Other",Addiction Technicians,not available,
16425,"Plant and System Operators, All Other",Responsible Engineers,not available,
16426,"Plant and System Operators, All Other",Service People,Service Technician,
16427,"Plant and System Operators, All Other",Concrete Masons,Concrete Laborer,
16428,"Plant and System Operators, All Other",Equipment Service Technicians,Equipment Technician,
16429,"Plant and System Operators, All Other",Removal Technicians,not available,
16430,"Plant and System Operators, All Other",Asphalt Plant Laborers,not available,
16431,"Plant and System Operators, All Other",MATLAB Developers,Developer Consultant,
16432,"Plant and System Operators, All Other",Plant Operators,Plant Operator,
16433,"Plant and System Operators, All Other",Plant Utilities Engineers,Plant Engineer,
16434,"Plant and System Operators, All Other",SSC Managers,Head Of Managers,
16435,"Plant and System Operators, All Other",Tenders,not available,
16436,Chemical Equipment Operators and Tenders,Chemical Operators,Chemical Operator,
16437,Chemical Equipment Operators and Tenders,Cell Operators,Security Operations Center Operator,
16438,Chemical Equipment Operators and Tenders,Chemical Process Operators,Chemical Operator,
16439,Chemical Equipment Operators and Tenders,Chemical Plant Operators,Chemical Operator,
16440,Chemical Equipment Operators and Tenders,Pilot Operators,Pilot,
16441,Chemical Equipment Operators and Tenders,Chemical Compounders,Compounder,
16442,Chemical Equipment Operators and Tenders,Chemical Processors,Chemical Engineer,
16443,Chemical Equipment Operators and Tenders,Vessel Operators,not available,
16444,Chemical Equipment Operators and Tenders,Burners,not available,
16445,Chemical Equipment Operators and Tenders,Spray Technicians,Service Technician,
16446,Chemical Equipment Operators and Tenders,Treatment Plant Operators,Plant Operator,
16447,Chemical Equipment Operators and Tenders,Chemical Blenders,Blender Operator,
16448,Chemical Equipment Operators and Tenders,Chemical Loaders,Loader,
16449,Chemical Equipment Operators and Tenders,Bakery Wrappers,Meat Wrapper,
16450,Chemical Equipment Operators and Tenders,Mixing Operators,Blender Operator,
16451,Chemical Equipment Operators and Tenders,Outside Operators,not available,
16452,Chemical Equipment Operators and Tenders,Water Treatment Operators,Water Treatment Specialist,
16453,Chemical Equipment Operators and Tenders,Operators,Security Operations Center Operator,
16454,Chemical Equipment Operators and Tenders,Chemical Mixers,Chemical Technician,
16455,Chemical Equipment Operators and Tenders,Station Operators,not available,
16456,Chemical Equipment Operators and Tenders,Step Down Registered Nurses,Registered Nurse,
16457,Chemical Equipment Operators and Tenders,Batch Operators,Security Operations Center Operator,
16458,Chemical Equipment Operators and Tenders,Machine Operators,Machine Operator,
16459,Chemical Equipment Operators and Tenders,Cleaning Supervisors,Cleaner,
16460,Chemical Equipment Operators and Tenders,Shipping Operators,Shipping And Receiving Clerk,
16461,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Utility Operators,Utility Operator,
16462,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Processing Technicians,Process Technician,
16463,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Processing Operators,Process Operator,
16464,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Brewers,Brewer,
16465,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Dryer Operators,not available,
16466,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Winemakers,Homemaker,
16467,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Operators,Security Operations Center Operator,
16468,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Cellar Workers,Brewer,
16469,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Equipment Operators,Equipment Operator,
16470,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Distillers,not available,
16471,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Shift Operators,Shift Manager,
16472,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Station Operators,not available,
16473,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Mobile Equipment Operators,Equipment Operator,
16474,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Refinery Operators,Security Operations Center Operator,
16475,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Plasma Operators,Security Operations Center Operator,
16476,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Grain Operators,Security Operations Center Operator,
16477,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Fermentation Technicians,not available,
16478,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Kiln Operators,Security Operations Center Operator,
16479,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Sample Processors,Processor,
16480,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Cell Operators,Security Operations Center Operator,
16481,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Cellar Operators,Brewer,
16482,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Refuge Managers,Head Of Managers,
16483,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Cellar Technicians,Brewer,
16484,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Central Station Operators,not available,
16485,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Credit Authorizers,Author,
16486,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Roll Tenders,not available,
16487,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Sandblasters,not available,
16488,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Blasters,Blaster,
16489,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Polishers,not available,
16490,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Soil Sling Operators,Security Operations Center Operator,
16491,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Wafer Fabrication Operators,Wafer Assembly Process Engineer,
16492,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Machine Operators - Grinder,Grinder,
16493,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Millers,not available,
16494,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Fabricators,Fabricator,
16495,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Granite Fabricators,Fabricator,
16496,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Feed Mill Managers,not available,
16497,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Shredding Specialists,Sales Specialist,
16498,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Resume Writers,Writer,
16499,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Head Millers,Head Of Managers,
16500,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Transport Operators,Motor Transport Operator,
16501,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Coffee Bar Attendants,Bar Staff,
16502,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Stone Fabricators,Fabricator,
16503,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Kids Club Attendants,Attendant,
16504,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Manufacturing Managers,Manufacturing Manager,
16505,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Processors,Processor,
16506,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Feeders,not available,
16507,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Surface Grinders,Grinder,
16508,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Surface Mount Operators,Security Operations Center Operator,
16509,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",CNC Grinders,Grinder,
16510,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Train Operators,not available,
16511,"Grinding and Polishing Workers, Hand",Deburr Operators,Security Operations Center Operator,
16512,"Grinding and Polishing Workers, Hand",Film Interns,not available,
16513,"Grinding and Polishing Workers, Hand",Finishers,Finisher,
16514,"Grinding and Polishing Workers, Hand",Stone Fabricators,Fabricator,
16515,"Grinding and Polishing Workers, Hand",Jewelry Managers,Jewelry Consultant,
16516,"Grinding and Polishing Workers, Hand",Metal Finishers,Finisher,
16517,"Grinding and Polishing Workers, Hand",Polishers,not available,
16518,"Grinding and Polishing Workers, Hand",Sanders,not available,
16519,"Grinding and Polishing Workers, Hand",Painters/Finishers,not available,
16520,"Grinding and Polishing Workers, Hand",Sandblasters,not available,
16521,"Grinding and Polishing Workers, Hand",Deburr Technicians,Digital Systems Technician,
